InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Cancelled,ProductCategory,TotalPrice,Year,Month,Day,Hour,Weekend,ExpenseCategory
C556640,23147,SINGLE ANTIQUE ROSE HOOK IVORY,2.0,2011-06-13 15:44:00,1.45,13148,United Kingdom,True,Other,2.9,2011,6,13,15,False,Low
C556640,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,1.0,2011-06-13 15:44:00,0.83,13148,United Kingdom,True,Other,0.83,2011,6,13,15,False,Low
C556643,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2.0,2011-06-13 15:48:00,3.29,17841,United Kingdom,True,Other,6.58,2011,6,13,15,False,Low
C556643,22893,MINI CAKE STAND T-LIGHT HOLDER,2.0,2011-06-13 15:48:00,0.42,17841,United Kingdom,True,Kitchen,0.84,2011,6,13,15,False,Low
C556643,21452,TOADSTOOL MONEY BOX,1.0,2011-06-13 15:48:00,2.95,17841,United Kingdom,True,Other,2.95,2011,6,13,15,False,Low
C556644,22423,REGENCY CAKESTAND 3 TIER,1.0,2011-06-13 16:06:00,12.75,17115,United Kingdom,True,Kitchen,12.75,2011,6,13,16,False,Medium
C556644,22699,ROSES REGENCY TEACUP AND SAUCER,1.0,2011-06-13 16:06:00,2.95,17115,United Kingdom,True,Kitchen,2.95,2011,6,13,16,False,Low
C556644,22430,ENAMEL WATERING CAN CREAM,1.0,2011-06-13 16:06:00,4.95,17115,United Kingdom,True,Other,4.95,2011,6,13,16,False,Low
C556645,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,1.0,2011-06-13 16:08:00,2.75,13771,United Kingdom,True,Other,2.75,2011,6,13,16,False,Low
C556646,23169,CLASSIC GLASS COOKIE JAR,2.0,2011-06-13 16:10:00,4.15,18221,United Kingdom,True,Other,8.3,2011,6,13,16,False,Low
C556647,22993,SET OF 4 PANTRY JELLY MOULDS,12.0,2011-06-13 16:14:00,1.25,13012,United Kingdom,True,Decor,15.0,2011,6,13,16,False,Medium
C556647,22502,PICNIC BASKET WICKER SMALL,4.0,2011-06-13 16:14:00,5.95,13012,United Kingdom,True,Other,23.8,2011,6,13,16,False,Medium
C556647,22501,PICNIC BASKET WICKER LARGE,4.0,2011-06-13 16:14:00,9.95,13012,United Kingdom,True,Other,39.8,2011,6,13,16,False,Medium
C556647,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12.0,2011-06-13 16:14:00,1.65,13012,United Kingdom,True,Office,19.799999999999997,2011,6,13,16,False,Medium
C556647,22456,NATURAL SLATE CHALKBOARD LARGE,3.0,2011-06-13 16:14:00,4.95,13012,United Kingdom,True,Office,14.850000000000001,2011,6,13,16,False,Medium
C556647,22424,ENAMEL BREAD BIN CREAM,1.0,2011-06-13 16:14:00,12.75,13012,United Kingdom,True,Other,12.75,2011,6,13,16,False,Medium
C556647,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,12.0,2011-06-13 16:14:00,0.85,13012,United Kingdom,True,Other,10.2,2011,6,13,16,False,Medium
C556647,21870,I CAN ONLY PLEASE ONE PERSON MUG,12.0,2011-06-13 16:14:00,1.25,13012,United Kingdom,True,Other,15.0,2011,6,13,16,False,Medium
C556647,21703,BAG 125G SWIRLY MARBLES,12.0,2011-06-13 16:14:00,0.42,13012,United Kingdom,True,Accessories,5.04,2011,6,13,16,False,Low
C556647,21231,SWEETHEART CERAMIC TRINKET BOX,12.0,2011-06-13 16:14:00,1.25,13012,United Kingdom,True,Decor,15.0,2011,6,13,16,False,Medium
C556647,21181,PLEASE ONE PERSON METAL SIGN,12.0,2011-06-13 16:14:00,2.1,13012,United Kingdom,True,Other,25.200000000000003,2011,6,13,16,False,Medium
C556647,21175,GIN + TONIC DIET METAL SIGN,12.0,2011-06-13 16:14:00,2.55,13012,United Kingdom,True,Other,30.599999999999998,2011,6,13,16,False,Medium
C556647,21169,YOU'RE CONFUSING ME METAL SIGN,12.0,2011-06-13 16:14:00,1.69,13012,United Kingdom,True,Other,20.28,2011,6,13,16,False,Medium
C556647,20750,RED RETROSPOT MINI CASES,2.0,2011-06-13 16:14:00,7.95,13012,United Kingdom,True,Other,15.9,2011,6,13,16,False,Medium
C556647,82583,HOT BATHS METAL SIGN,24.0,2011-06-13 16:14:00,2.1,13012,United Kingdom,True,Other,50.400000000000006,2011,6,13,16,False,Medium
C556647,23081,GREEN METAL BOX ARMY SUPPLIES,2.0,2011-06-13 16:14:00,8.25,13012,United Kingdom,True,Other,16.5,2011,6,13,16,False,Medium
C556648,37495,FAIRY CAKE BIRTHDAY CANDLE SET,2.0,2011-06-13 16:15:00,3.75,16038,United Kingdom,True,Decor,7.5,2011,6,13,16,False,Low
C556648,22061,LARGE CAKE STAND  HANGING STRAWBERY,1.0,2011-06-13 16:15:00,9.95,16038,United Kingdom,True,Kitchen,9.95,2011,6,13,16,False,Low
C556649,23108,SET OF 10 LED DOLLY LIGHTS,2.0,2011-06-13 16:15:00,6.25,15238,United Kingdom,True,Decor,12.5,2011,6,13,16,False,Medium
C556656,22832,BROCANTE SHELF WITH HOOKS,1.0,2011-06-13 16:21:00,10.75,13148,United Kingdom,True,Other,10.75,2011,6,13,16,False,Medium
C556656,22796,PHOTO FRAME 3 CLASSIC HANGING,4.0,2011-06-13 16:21:00,9.95,13148,United Kingdom,True,Other,39.8,2011,6,13,16,False,Medium
C556656,22457,NATURAL SLATE HEART CHALKBOARD,1.0,2011-06-13 16:21:00,2.95,13148,United Kingdom,True,Decor,2.95,2011,6,13,16,False,Low
C556656,84978,HANGING HEART JAR T-LIGHT HOLDER,4.0,2011-06-13 16:21:00,1.25,13148,United Kingdom,True,Decor,5.0,2011,6,13,16,False,Low
C556656,21314,SMALL GLASS HEART TRINKET POT,2.0,2011-06-13 16:21:00,2.1,13148,United Kingdom,True,Decor,4.2,2011,6,13,16,False,Low
C556668,22963,JAM JAR WITH GREEN LID,6.0,2011-06-13 16:26:00,0.85,15827,United Kingdom,True,Other,5.1,2011,6,13,16,False,Low
C556668,22962,JAM JAR WITH PINK LID,3.0,2011-06-13 16:26:00,0.85,15827,United Kingdom,True,Other,2.55,2011,6,13,16,False,Low
C556668,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1.0,2011-06-13 16:26:00,4.95,15827,United Kingdom,True,Decor,4.95,2011,6,13,16,False,Low
C556669,22139,RETROSPOT TEA SET CERAMIC 11 PC,3.0,2011-06-13 16:28:00,4.95,16133,United Kingdom,True,Decor,14.850000000000001,2011,6,13,16,False,Medium
C556669,23168,CLASSIC CAFE SUGAR DISPENSER,12.0,2011-06-13 16:28:00,1.25,16133,United Kingdom,True,Other,15.0,2011,6,13,16,False,Medium
C556673,22656,VINTAGE BLUE KITCHEN CABINET,1.0,2011-06-13 17:08:00,18.0,16949,United Kingdom,True,Other,125.0,2011,6,13,17,False,High
C556675,M,MANUAL,1.0,2011-06-13 17:13:00,18.0,16013,United Kingdom,True,Other,20.0,2011,6,13,17,False,Medium
C556676,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1.0,2011-06-13 17:18:00,4.95,13397,United Kingdom,True,Decor,4.95,2011,6,13,17,False,Low
C556677,23169,CLASSIC GLASS COOKIE JAR,2.0,2011-06-13 17:19:00,4.15,15643,United Kingdom,True,Other,8.3,2011,6,13,17,False,Low
C556678,23064,CINDERELLA CHANDELIER,4.0,2011-06-13 17:21:00,18.0,13658,United Kingdom,True,Other,167.0,2011,6,13,17,False,High
C556729,23112,PARISIENNE CURIO CABINET,1.0,2011-06-14 11:37:00,7.5,13319,United Kingdom,True,Other,7.5,2011,6,14,11,False,Low
C556729,22423,REGENCY CAKESTAND 3 TIER,1.0,2011-06-14 11:37:00,12.75,13319,United Kingdom,True,Kitchen,12.75,2011,6,14,11,False,Medium
C556729,23165,LARGE CERAMIC TOP STORAGE JAR,2.0,2011-06-14 11:37:00,1.65,13319,United Kingdom,True,Other,3.3,2011,6,14,11,False,Low
C556735,22169,FAMILY ALBUM WHITE PICTURE FRAME,2.0,2011-06-14 12:01:00,8.5,14527,United Kingdom,True,Other,17.0,2011,6,14,12,False,Medium
C556787,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,8.0,2011-06-14 13:26:00,2.95,16745,United Kingdom,True,Decor,23.6,2011,6,14,13,False,Medium
C556793,22697,GREEN REGENCY TEACUP AND SAUCER,1.0,2011-06-14 13:54:00,2.95,12818,Austria,True,Kitchen,2.95,2011,6,14,13,False,Low
C556793,22357,KINGS CHOICE BISCUIT TIN,5.0,2011-06-14 13:54:00,4.25,12818,Austria,True,Other,21.25,2011,6,14,13,False,Medium
C556796,D,DISCOUNT,100.0,2011-06-14 14:40:00,0.7,16013,United Kingdom,True,Other,67.19999999999999,2011,6,14,14,False,Medium
C556807,POST,POSTAGE,1.0,2011-06-14 15:43:00,14.95,,United Kingdom,True,Other,14.95,2011,6,14,15,False,Medium
C556807,M,MANUAL,1.0,2011-06-14 15:43:00,18.0,,United Kingdom,True,Other,91.58,2011,6,14,15,False,Medium
C556818,22456,NATURAL SLATE CHALKBOARD LARGE,1.0,2011-06-15 10:01:00,4.95,17284,United Kingdom,True,Office,4.95,2011,6,15,10,False,Low
C556818,21042,RED RETROSPOT APRON,1.0,2011-06-15 10:01:00,5.95,17284,United Kingdom,True,Other,5.95,2011,6,15,10,False,Low
C556869,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,4.0,2011-06-15 11:46:00,3.29,13199,United Kingdom,True,Other,13.16,2011,6,15,11,False,Medium
C556870,M,MANUAL,1.0,2011-06-15 11:47:00,18.0,,United Kingdom,True,Other,306.6,2011,6,15,11,False,High
C556874,BANK CHARGES,BANK CHARGES,1.0,2011-06-15 11:49:00,18.0,,United Kingdom,True,Other,464.52,2011,6,15,11,False,High
C556875,M,MANUAL,1.0,2011-06-15 11:51:00,18.0,,United Kingdom,True,Other,702.38,2011,6,15,11,False,High
C556877,D,DISCOUNT,1.0,2011-06-15 12:00:00,18.0,15498,United Kingdom,True,Other,129.9,2011,6,15,12,False,High
C556880,23172,REGENCY TEA PLATE PINK,1.0,2011-06-15 12:12:00,1.65,18073,United Kingdom,True,Kitchen,1.65,2011,6,15,12,False,Low
C556880,22697,GREEN REGENCY TEACUP AND SAUCER,1.0,2011-06-15 12:12:00,2.95,18073,United Kingdom,True,Kitchen,2.95,2011,6,15,12,False,Low
C556880,84946,ANTIQUE SILVER T-LIGHT GLASS,8.0,2011-06-15 12:12:00,1.06,18073,United Kingdom,True,Other,8.48,2011,6,15,12,False,Low
C556888,20723,STRAWBERRY CHARLOTTE BAG,1.0,2011-06-15 12:37:00,0.85,15005,United Kingdom,True,Accessories,0.85,2011,6,15,12,False,Low
C556888,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1.0,2011-06-15 12:37:00,2.95,15005,United Kingdom,True,Decor,2.95,2011,6,15,12,False,Low
C556888,82482,WOODEN PICTURE FRAME WHITE FINISH,1.0,2011-06-15 12:37:00,2.55,15005,United Kingdom,True,Other,2.55,2011,6,15,12,False,Low
C556888,82494L,WOODEN FRAME ANTIQUE WHITE,1.0,2011-06-15 12:37:00,2.95,15005,United Kingdom,True,Other,2.95,2011,6,15,12,False,Low
C556888,22064,PINK DOUGHNUT TRINKET POT,1.0,2011-06-15 12:37:00,1.65,15005,United Kingdom,True,Other,1.65,2011,6,15,12,False,Low
C556888,37450,CERAMIC CAKE BOWL + HANGING CAKES,1.0,2011-06-15 12:37:00,2.95,15005,United Kingdom,True,Kitchen,2.95,2011,6,15,12,False,Low
C556888,22167,OVAL WALL MIRROR DIAMANTE,1.0,2011-06-15 12:37:00,9.95,15005,United Kingdom,True,Other,9.95,2011,6,15,12,False,Low
C556896,21899,"KEY FOB , GARAGE DESIGN",6.0,2011-06-15 12:51:00,0.65,12843,United Kingdom,True,Other,3.9000000000000004,2011,6,15,12,False,Low
C556896,21902,"KEY FOB , FRONT  DOOR",8.0,2011-06-15 12:51:00,0.65,12843,United Kingdom,True,Other,5.2,2011,6,15,12,False,Low
C556896,21901,"KEY FOB , BACK DOOR",9.0,2011-06-15 12:51:00,0.65,12843,United Kingdom,True,Other,5.8500000000000005,2011,6,15,12,False,Low
C556896,21900,"KEY FOB , SHED",4.0,2011-06-15 12:51:00,0.65,12843,United Kingdom,True,Other,2.6,2011,6,15,12,False,Low
C556896,21792,CLASSIC FRENCH STYLE BASKET GREEN,1.0,2011-06-15 12:51:00,3.95,12843,United Kingdom,True,Other,3.95,2011,6,15,12,False,Low
C556904,D,DISCOUNT,1.0,2011-06-15 12:56:00,14.42,14527,United Kingdom,True,Other,14.42,2011,6,15,12,False,Medium
C556911,22423,REGENCY CAKESTAND 3 TIER,1.0,2011-06-15 13:25:00,10.95,17511,United Kingdom,True,Kitchen,10.95,2011,6,15,13,False,Medium
C556911,23108,SET OF 10 LED DOLLY LIGHTS,2.0,2011-06-15 13:25:00,5.39,17511,United Kingdom,True,Decor,10.78,2011,6,15,13,False,Medium
C556919,POST,POSTAGE,1.0,2011-06-15 13:46:00,2.17,17511,United Kingdom,True,Other,2.17,2011,6,15,13,False,Low
C556920,21658,GLASS  BEURRE DISH,1.0,2011-06-15 13:49:00,3.95,13047,United Kingdom,True,Other,3.95,2011,6,15,13,False,Low
C556920,23126,FELTCRAFT GIRL AMELIE KIT,2.0,2011-06-15 13:49:00,4.95,13047,United Kingdom,True,Other,9.9,2011,6,15,13,False,Low
C556923,21932,SCANDINAVIAN PAISLEY PICNIC BAG,100.0,2011-06-15 14:03:00,1.65,15400,United Kingdom,True,Accessories,49.5,2011,6,15,14,False,Medium
C556925,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,100.0,2011-06-15 14:23:00,2.75,16013,United Kingdom,True,Other,1155.0,2011,6,15,14,False,High
C556930,21868,POTTING SHED TEA MUG,12.0,2011-06-15 15:28:00,1.25,15625,United Kingdom,True,Kitchen,15.0,2011,6,15,15,False,Medium
C556938,21868,POTTING SHED TEA MUG,1.0,2011-06-15 16:15:00,1.25,15625,United Kingdom,True,Kitchen,1.25,2011,6,15,16,False,Low
C556957,22467,GUMBALL COAT RACK,2.0,2011-06-16 09:04:00,2.1,12705,Germany,True,Other,4.2,2011,6,16,9,False,Low
C556966,22072,RED RETROSPOT TEA CUP AND SAUCER,2.0,2011-06-16 09:55:00,3.75,13523,United Kingdom,True,Kitchen,7.5,2011,6,16,9,False,Low
C556966,23253,16 PIECE CUTLERY SET PANTRY DESIGN,1.0,2011-06-16 09:55:00,15.95,13523,United Kingdom,True,Decor,15.95,2011,6,16,9,False,Medium
C556966,23169,CLASSIC GLASS COOKIE JAR,2.0,2011-06-16 09:55:00,4.15,13523,United Kingdom,True,Other,8.3,2011,6,16,9,False,Low
C556966,22760,"TRAY, BREAKFAST IN BED",1.0,2011-06-16 09:55:00,12.75,13523,United Kingdom,True,Other,12.75,2011,6,16,9,False,Medium
C556966,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1.0,2011-06-16 09:55:00,18.0,13523,United Kingdom,True,Other,165.0,2011,6,16,9,False,High
C557004,85159B,"WHITE TEA,COFFEE,SUGAR JARS",1.0,2011-06-16 11:16:00,1.95,16729,United Kingdom,True,Kitchen,1.95,2011,6,16,11,False,Low
C557022,22776,SWEETHEART CAKESTAND 3 TIER,2.0,2011-06-16 12:56:00,9.95,16942,United Kingdom,True,Decor,19.9,2011,6,16,12,False,Medium
C557022,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2.0,2011-06-16 12:56:00,3.29,16942,United Kingdom,True,Other,6.58,2011,6,16,12,False,Low
C557037,22192,BLUE DINER WALL CLOCK,1.0,2011-06-16 13:56:00,8.5,16814,United Kingdom,True,Other,8.5,2011,6,16,13,False,Low
C557043,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,1.0,2011-06-16 14:33:00,0.83,14245,United Kingdom,True,Other,0.83,2011,6,16,14,False,Low
C557043,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,1.0,2011-06-16 14:33:00,3.29,14245,United Kingdom,True,Other,3.29,2011,6,16,14,False,Low
C557047,22839,3 TIER CAKE TIN GREEN AND CREAM,1.0,2011-06-16 14:36:00,14.95,13488,United Kingdom,True,Kitchen,14.95,2011,6,16,14,False,Medium
C557047,22838,3 TIER CAKE TIN RED AND CREAM,2.0,2011-06-16 14:36:00,14.95,13488,United Kingdom,True,Kitchen,29.9,2011,6,16,14,False,Medium
C557054,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,1.0,2011-06-16 14:43:00,4.25,17828,Malta,True,Decor,4.25,2011,6,16,14,False,Low
C557054,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,2.0,2011-06-16 14:43:00,4.25,17828,Malta,True,Decor,8.5,2011,6,16,14,False,Low
C557059,22781,GUMBALL MAGAZINE RACK,1.0,2011-06-16 14:51:00,6.75,16672,United Kingdom,True,Other,6.75,2011,6,16,14,False,Low
C557060,21781,MA CAMPAGNE CUTLERY BOX,1.0,2011-06-16 14:54:00,14.95,17725,United Kingdom,True,Other,14.95,2011,6,16,14,False,Medium
C557061,22360,GLASS JAR ENGLISH CONFECTIONERY,5.0,2011-06-16 14:55:00,2.95,14895,United Kingdom,True,Other,14.75,2011,6,16,14,False,Medium
C557062,85177,BASKET OF FLOWERS SEWING KIT,1.0,2011-06-16 14:56:00,0.85,13213,United Kingdom,True,Other,0.85,2011,6,16,14,False,Low
C557062,84950,ASSORTED COLOUR T-LIGHT HOLDER,2.0,2011-06-16 14:56:00,0.65,13213,United Kingdom,True,Other,1.3,2011,6,16,14,False,Low
C557111,21621,VINTAGE UNION JACK BUNTING,12.0,2011-06-16 16:27:00,8.5,17865,United Kingdom,True,Other,102.0,2011,6,16,16,False,High
C557142,84378,SET OF 3 HEART COOKIE CUTTERS,12.0,2011-06-17 10:06:00,1.25,12678,France,True,Decor,15.0,2011,6,17,10,False,Medium
C557142,22965,3 TRADITIONAL BISCUIT CUTTERS  SET,12.0,2011-06-17 10:06:00,2.1,12678,France,True,Decor,25.200000000000003,2011,6,17,10,False,Medium
C557148,23177,TREASURE ISLAND BOOK BOX,6.0,2011-06-17 10:52:00,2.25,13735,United Kingdom,True,Other,13.5,2011,6,17,10,False,Medium
C557148,23193,BUFFALO BILL TREASURE BOOK BOX,6.0,2011-06-17 10:52:00,2.25,13735,United Kingdom,True,Other,13.5,2011,6,17,10,False,Medium
C557148,23176,ABC TREASURE BOOK BOX,6.0,2011-06-17 10:52:00,2.25,13735,United Kingdom,True,Other,13.5,2011,6,17,10,False,Medium
C557148,23194,GYMKHANA TREASURE BOOK BOX,6.0,2011-06-17 10:52:00,2.25,13735,United Kingdom,True,Other,13.5,2011,6,17,10,False,Medium
C557154,23245,SET OF 3 REGENCY CAKE TINS,2.0,2011-06-17 11:07:00,4.95,15296,United Kingdom,True,Decor,9.9,2011,6,17,11,False,Low
C557154,82486,WOOD S/3 CABINET ANT WHITE FINISH,2.0,2011-06-17 11:07:00,8.95,15296,United Kingdom,True,Other,17.9,2011,6,17,11,False,Medium
C557165,85087,CANDY SPOT CUSHION COVER,1.0,2011-06-17 11:10:00,2.95,15238,United Kingdom,True,Other,2.95,2011,6,17,11,False,Low
C557175,23084,RABBIT NIGHT LIGHT,1.0,2011-06-17 11:13:00,2.08,16170,United Kingdom,True,Other,2.08,2011,6,17,11,False,Low
C557175,22962,JAM JAR WITH PINK LID,3.0,2011-06-17 11:13:00,0.85,16170,United Kingdom,True,Other,2.55,2011,6,17,11,False,Low
C557224,75049L,LARGE CIRCULAR MIRROR MOBILE,5.0,2011-06-17 13:22:00,0.85,15311,United Kingdom,True,Other,4.25,2011,6,17,13,False,Low
C557224,84978,HANGING HEART JAR T-LIGHT HOLDER,2.0,2011-06-17 13:22:00,1.06,15311,United Kingdom,True,Decor,2.12,2011,6,17,13,False,Low
C557224,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2.0,2011-06-17 13:22:00,5.95,15311,United Kingdom,True,Other,11.9,2011,6,17,13,False,Medium
C557224,85099B,JUMBO BAG RED RETROSPOT,5.0,2011-06-17 13:22:00,1.79,15311,United Kingdom,True,Accessories,8.95,2011,6,17,13,False,Low
C557224,22778,GLASS CLOCHE SMALL,5.0,2011-06-17 13:22:00,3.39,15311,United Kingdom,True,Other,16.95,2011,6,17,13,False,Medium
C557249,84816,DANISH ROSE BEDSIDE CABINET,2.0,2011-06-17 15:34:00,18.0,16817,United Kingdom,True,Other,79.9,2011,6,17,15,False,Medium
C557249,84687,BEACH HUT SHELF W 3 DRAWERS,2.0,2011-06-17 15:34:00,5.95,16817,United Kingdom,True,Other,11.9,2011,6,17,15,False,Medium
C557249,23300,GARDENERS KNEELING PAD CUP OF TEA,6.0,2011-06-17 15:34:00,1.65,16817,United Kingdom,True,Kitchen,9.899999999999999,2011,6,17,15,False,Low
C557269,22364,GLASS JAR DIGESTIVE BISCUITS,1.0,2011-06-19 11:27:00,2.95,13097,United Kingdom,True,Other,2.95,2011,6,19,11,True,Low
C557269,22781,GUMBALL MAGAZINE RACK,2.0,2011-06-19 11:27:00,7.65,13097,United Kingdom,True,Other,15.3,2011,6,19,11,True,Medium
C557269,22467,GUMBALL COAT RACK,8.0,2011-06-19 11:27:00,2.55,13097,United Kingdom,True,Other,20.4,2011,6,19,11,True,Medium
C557269,85159B,"WHITE TEA,COFFEE,SUGAR JARS",1.0,2011-06-19 11:27:00,1.95,13097,United Kingdom,True,Kitchen,1.95,2011,6,19,11,True,Low
C557269,22728,ALARM CLOCK BAKELIKE PINK,1.0,2011-06-19 11:27:00,3.75,13097,United Kingdom,True,Other,3.75,2011,6,19,11,True,Low
C557269,23181,BULL DOG BOTTLE TOP WALL CLOCK,1.0,2011-06-19 11:27:00,8.25,13097,United Kingdom,True,Kitchen,8.25,2011,6,19,11,True,Low
C557269,22423,REGENCY CAKESTAND 3 TIER,1.0,2011-06-19 11:27:00,12.75,13097,United Kingdom,True,Kitchen,12.75,2011,6,19,11,True,Medium
C557282,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,1.0,2011-06-19 12:25:00,4.25,13632,United Kingdom,True,Decor,4.25,2011,6,19,12,True,Low
C557288,22470,HEART OF WICKER LARGE,4.0,2011-06-19 12:48:00,2.95,18109,United Kingdom,True,Decor,11.8,2011,6,19,12,True,Medium
C557300,M,MANUAL,1.0,2011-06-19 14:05:00,0.77,12421,Spain,True,Other,0.77,2011,6,19,14,True,Low
C557381,M,MANUAL,1.0,2011-06-20 11:01:00,18.0,,EIRE,True,Other,1216.12,2011,6,20,11,False,High
C557387,M,MANUAL,1.0,2011-06-20 11:02:00,18.0,,EIRE,True,Other,1917.0,2011,6,20,11,False,High
C557405,23245,SET OF 3 REGENCY CAKE TINS,1.0,2011-06-20 11:28:00,4.95,12708,Germany,True,Decor,4.95,2011,6,20,11,False,Low
C557405,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,3.0,2011-06-20 11:28:00,4.95,12708,Germany,True,Decor,14.850000000000001,2011,6,20,11,False,Medium
C557405,23240,SET OF 4 KNICK KNACK TINS DOILEY,3.0,2011-06-20 11:28:00,4.15,12708,Germany,True,Decor,12.450000000000001,2011,6,20,11,False,Medium
C557405,23236,DOILEY STORAGE TIN,1.0,2011-06-20 11:28:00,2.89,12708,Germany,True,Other,2.89,2011,6,20,11,False,Low
C557408,79191C,RETRO PLASTIC ELEPHANT TRAY,12.0,2011-06-20 11:33:00,0.85,12621,Germany,True,Other,10.2,2011,6,20,11,False,Medium
C557411,23110,PARISIENNE KEY CABINET,2.0,2011-06-20 11:37:00,5.75,13343,United Kingdom,True,Other,11.5,2011,6,20,11,False,Medium
C557411,23094,LE GRAND TRAY CHIC SET,1.0,2011-06-20 11:37:00,12.5,13343,United Kingdom,True,Decor,12.5,2011,6,20,11,False,Medium
C557411,22960,JAM MAKING SET WITH JARS,6.0,2011-06-20 11:37:00,4.25,13343,United Kingdom,True,Decor,25.5,2011,6,20,11,False,Medium
C557413,21626,VINTAGE UNION JACK PENNANT,1.0,2011-06-20 11:39:00,1.95,14701,United Kingdom,True,Other,1.95,2011,6,20,11,False,Low
C557413,23176,ABC TREASURE BOOK BOX,1.0,2011-06-20 11:39:00,2.25,14701,United Kingdom,True,Other,2.25,2011,6,20,11,False,Low
C557413,23193,BUFFALO BILL TREASURE BOOK BOX,1.0,2011-06-20 11:39:00,2.25,14701,United Kingdom,True,Other,2.25,2011,6,20,11,False,Low
C557463,22606,WOODEN SKITTLES GARDEN SET,4.0,2011-06-20 13:03:00,3.25,14584,United Kingdom,True,Decor,13.0,2011,6,20,13,False,Medium
C557465,22057,CERAMIC PLATE STRAWBERRY DESIGN,3.0,2011-06-20 13:07:00,1.49,14796,United Kingdom,True,Other,4.47,2011,6,20,13,False,Low
C557467,23239,SET OF 4 KNICK KNACK TINS POPPIES,1.0,2011-06-20 13:13:00,4.15,17157,United Kingdom,True,Decor,4.15,2011,6,20,13,False,Low
C557467,23237,SET OF 4 KNICK KNACK TINS LEAVES,2.0,2011-06-20 13:13:00,4.15,17157,United Kingdom,True,Decor,8.3,2011,6,20,13,False,Low
C557475,84660A,WHITE STITCHED WALL CLOCK,1.0,2011-06-20 13:33:00,3.75,13517,United Kingdom,True,Other,3.75,2011,6,20,13,False,Low
C557478,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3.0,2011-06-20 13:52:00,4.25,13408,United Kingdom,True,Decor,12.75,2011,6,20,13,False,Medium
C557479,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2.0,2011-06-20 13:56:00,4.25,16700,United Kingdom,True,Decor,8.5,2011,6,20,13,False,Low
C557487,21877,HOME SWEET HOME MUG,19.0,2011-06-20 14:44:00,1.25,14796,United Kingdom,True,Home,23.75,2011,6,20,14,False,Medium
C557505,22960,JAM MAKING SET WITH JARS,5.0,2011-06-20 16:05:00,3.75,17490,United Kingdom,True,Decor,18.75,2011,6,20,16,False,Medium
C557508,23167,SMALL CERAMIC TOP STORAGE JAR,100.0,2011-06-20 16:13:00,0.69,16684,United Kingdom,True,Other,331.2,2011,6,20,16,False,High
C557508,23166,MEDIUM CERAMIC TOP STORAGE JAR,100.0,2011-06-20 16:13:00,1.04,16684,United Kingdom,True,Other,249.60000000000002,2011,6,20,16,False,High
C557512,22922,FRIDGE MAGNETS US DINER ASSORTED,24.0,2011-06-20 16:52:00,0.85,15700,United Kingdom,True,Other,20.4,2011,6,20,16,False,Medium
C557512,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,2.0,2011-06-20 16:52:00,4.25,15700,United Kingdom,True,Decor,8.5,2011,6,20,16,False,Low
C557512,21390,FILIGRIS HEART WITH BUTTERFLY,3.0,2011-06-20 16:52:00,1.25,15700,United Kingdom,True,Decor,3.75,2011,6,20,16,False,Low
C557515,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,1.0,2011-06-20 17:05:00,4.25,17463,United Kingdom,True,Other,4.25,2011,6,20,17,False,Low
C557515,22470,HEART OF WICKER LARGE,2.0,2011-06-20 17:05:00,2.95,17463,United Kingdom,True,Decor,5.9,2011,6,20,17,False,Low
C557515,23322,LARGE WHITE HEART OF WICKER,1.0,2011-06-20 17:05:00,2.95,17463,United Kingdom,True,Decor,2.95,2011,6,20,17,False,Low
C557515,21429,RED GINGHAM ROSE JEWELLERY BOX,1.0,2011-06-20 17:05:00,1.95,17463,United Kingdom,True,Other,1.95,2011,6,20,17,False,Low
C557516,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1.0,2011-06-20 17:07:00,8.5,17651,United Kingdom,True,Other,8.5,2011,6,20,17,False,Low
C557516,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2.0,2011-06-20 17:07:00,3.29,17651,United Kingdom,True,Other,6.58,2011,6,20,17,False,Low
